year,interval,clf,mean_log_skill,max_log_skill,min_log_skill,mean_auc,max_auc,min_auc
2023,0,rf,0.0953240121130697,0.0987342315497367,0.08459075545508832,0.786727977646452,0.7912347058544946,0.773042496572857
2023,90,rf,0.09134214677744432,0.09565164977475327,0.08647215195195923,0.7835000761587327,0.7879693521899797,0.7794450780339014
2023,180,rf,0.09031083950848935,0.09252673276565948,0.08850928437772188,0.7827246394619993,0.784968442125123,0.7806270103665475
2023,360,rf,0.08398518507635973,0.0863393306851381,0.08114949875101851,0.7789485998952976,0.7822274957344709,0.7765634619839926
2024,0,rf,0.08841894770356229,0.09101073464801257,0.08227046558719597,0.7751187225491138,0.779448618427536,0.7692535105325332
2024,90,rf,0.08374603148341597,0.08485331256528816,0.08044523624247002,0.7718239301249035,0.7735034472263145,0.7698572585101645
2024,180,rf,0.0826634350425877,0.08474298855047113,0.08031010909389957,0.7716702488215064,0.7735396222084452,0.7666289532082843
2024,360,rf,0.07577330808648583,0.07821177007316049,0.06909062917847197,0.7685751672469217,0.7720639324201437,0.7632609376305886
