clf,year,interval,log_loss,log_skill_score,roc_auc
lren,2023,0,0.10402330391739105,0.2831591975600116,0.88224752266498
lren,2023,0,0.10092682835831597,0.30449749331598874,0.8842504743833016
lren,2023,0,0.10175794755280931,0.29877012139193404,0.8816150115960363
lren,2023,0,0.10218530109993557,0.2958251614828463,0.8857263335441704
lren,2023,0,0.10222940852960041,0.2955212103095629,0.8812987560615644
lren,2023,0,0.10153954219194475,0.30027518677866394,0.8848829854522454
lren,2023,0,0.10120989086896108,0.3025468654313692,0.8864642631246046
lren,2023,0,0.10200529304376288,0.2970656250575754,0.8833017077798861
lren,2023,0,0.10157961885496271,0.2999990122466597,0.8855154965211891
lren,2023,0,0.10132578473111911,0.3017482227617112,0.884988403963736
lren,2023,0,0.10210109464912127,0.29640544126150326,0.8842504743833017
lren,2023,0,0.10095202495482569,0.30432385964179665,0.884145055871811
lren,2023,0,0.10174456187887913,0.29886236415754475,0.8854100780096985
lren,2023,0,0.10145937271038859,0.30082764717288046,0.8853046594982079
lren,2023,0,0.10055909471292986,0.3070316031886391,0.8835125448028674
lren,2023,0,0.10299376226885643,0.2902539295449429,0.8859371705671516
lren,2023,0,0.10333902748402642,0.2878746531272892,0.8863588446131141
lren,2023,0,0.10367612264099779,0.2855516778542303,0.8817204301075269
lren,2023,0,0.102243201012144,0.29542616416238376,0.8831962892683954
lren,2023,0,0.10122538088538548,0.3024401213136061,0.8829854522454144
lren,2023,90,0.12078516193972723,0.19473833492228643,0.8549382716049382
lren,2023,90,0.11714211147366314,0.2190261599924619,0.8562610229276896
lren,2023,90,0.12023778052296348,0.19838766787028328,0.8587962962962963
lren,2023,90,0.11490499419663092,0.2339407799221519,0.8646384479717814
lren,2023,90,0.11615085315209898,0.22563477245549945,0.8643077601410935
lren,2023,90,0.11600184839564451,0.22662817111772016,0.859347442680776
lren,2023,90,0.11654863984373152,0.22298277142734657,0.8590167548500882
lren,2023,90,0.11711036369848672,0.21923781899006156,0.8559303350970018
lren,2023,90,0.11495951349506536,0.2335773056316749,0.861331569664903
lren,2023,90,0.11504001503074389,0.2330406105639964,0.8638668430335097
lren,2023,90,0.11914666836919195,0.20566199507755256,0.8597883597883599
lren,2023,90,0.11529583989234167,0.2313350537662061,0.865189594356261
lren,2023,90,0.11825399478180401,0.21161335373623957,0.8617724867724867
lren,2023,90,0.11933073702032718,0.20443482920617073,0.8595679012345679
lren,2023,90,0.11953958523965363,0.2030424606226252,0.857473544973545
lren,2023,90,0.1149383776157434,0.23371821626260314,0.8640873015873015
lren,2023,90,0.11782578417898011,0.21446818770339504,0.8617724867724867
lren,2023,90,0.11822602771668858,0.2117998071470768,0.8590167548500881
lren,2023,90,0.11728196786185043,0.21809375251612262,0.8619929453262787
lren,2023,90,0.11715500507886614,0.21894019971532286,0.8580246913580246
lren,2023,180,0.13287222917256927,0.1402346983613102,0.8567493112947658
lren,2023,180,0.13516349396005906,0.12540880153232148,0.8319559228650137
lren,2023,180,0.13337349852815725,0.13699117635981217,0.8542240587695134
lren,2023,180,0.13605155145950204,0.11966252160132507,0.8236914600550963
lren,2023,180,0.13503758372836785,0.12622351841487478,0.8396464646464646
lren,2023,180,0.1371518103377937,0.11254316782615437,0.8161157024793388
lren,2023,180,0.1319829681497897,0.14598876583083875,0.8549127640036731
lren,2023,180,0.13516207467512334,0.12541798518151948,0.8539944903581267
lren,2023,180,0.13542732961069134,0.12370162209263358,0.8340220385674931
lren,2023,180,0.13259085942275464,0.14205533424081518,0.8568640955004592
lren,2023,180,0.1343350844286321,0.13076912230892745,0.8577823691460055
lren,2023,180,0.13542842677560132,0.12369452275874226,0.8441230486685032
lren,2023,180,0.13420489028669447,0.13161155873384223,0.8559458218549127
lren,2023,180,0.13579471386359418,0.12132441930931848,0.8187557392102847
lren,2023,180,0.13381234624283045,0.13415156088764735,0.8522727272727273
lren,2023,180,0.13409682502781217,0.1323108076324132,0.8519283746556474
lren,2023,180,0.13335975524142116,0.13708010390426395,0.8507805325987143
lren,2023,180,0.13377691536705907,0.13438082051386568,0.8523875114784205
lren,2023,180,0.13495999456056587,0.12672556820115877,0.8620293847566575
lren,2023,180,0.13951455969412732,0.09725472173252792,0.8725895316804407
lren,2023,360,0.13703463775828512,0.1580547872795569,0.8487312145848731
lren,2023,360,0.13716772474068945,0.1572370965880372,0.8489775806848978
lren,2023,360,0.13734158749625736,0.1561688782374403,0.8491007637349102
lren,2023,360,0.13785468087587324,0.15301641604457383,0.8467602857846761
lren,2023,360,0.1461481900663627,0.10206082938551087,0.8353042621335305
lren,2023,360,0.13808938916863905,0.1515743607605038,0.8450357230845036
lren,2023,360,0.13879300742849313,0.14725130758827032,0.8473762010347375
lren,2023,360,0.1424416014022213,0.12483422910655351,0.8422025129342203
lren,2023,360,0.13755497215732293,0.1548578360309507,0.8456516383345651
lren,2023,360,0.13769668495417844,0.15398714805858427,0.8460211874846021
lren,2023,360,0.136773070512278,0.15966186483442024,0.849839862034984
lren,2023,360,0.1383733169295809,0.149829899484187,0.8465139196846514
lren,2023,360,0.14028152406513691,0.13810581359654261,0.8410938654841094
lren,2023,360,0.1372176203566556,0.156930536322066,0.8497166789849717
lren,2023,360,0.13784598587181512,0.15306983842858624,0.8486080315348608
lren,2023,360,0.1388515563891546,0.14689158089474885,0.8492239467849223
lren,2023,360,0.13768234699929524,0.15407524091358504,0.8446661739344666
lren,2023,360,0.13778303245635906,0.15345662623373313,0.8481152993348116
lren,2023,360,0.13704405741153614,0.1579969126276447,0.8508253264350825
lren,2023,360,0.13850236671343966,0.14903701347011122,0.843680709534368
lren,2024,0,0.11650074712100078,0.3914633143544687,0.9184027777777777
lren,2024,0,0.11333716550389503,0.4079881480539741,0.9177083333333333
lren,2024,0,0.11212089045812787,0.4143413089003657,0.9177083333333333
lren,2024,0,0.11231671538033292,0.4133184257681083,0.9180555555555555
lren,2024,0,0.11272085524014525,0.41120741844064446,0.9194444444444444
lren,2024,0,0.11142903348997066,0.41795519427661887,0.9180555555555555
lren,2024,0,0.11247701733966803,0.41248109531790134,0.9180555555555555
lren,2024,0,0.12142454629634011,0.36574405928537335,0.9017361111111111
lren,2024,0,0.11319568853992498,0.4087271469434842,0.9177083333333333
lren,2024,0,0.12245499565463865,0.36036155099490486,0.9013888888888888
lren,2024,0,0.12136047550154822,0.3660787303503481,0.9090277777777778
lren,2024,0,0.11706905918411997,0.38849476052241705,0.9180555555555555
lren,2024,0,0.11383653701894414,0.40537970223552666,0.9159722222222222
lren,2024,0,0.12266315274638201,0.3592742513008389,0.9076388888888888
lren,2024,0,0.11256022114304609,0.41204648379830144,0.9173611111111111
lren,2024,0,0.11427905163632292,0.40306824599799973,0.9124999999999999
lren,2024,0,0.12212624906748303,0.3620787447769944,0.9072916666666667
lren,2024,0,0.11763210136505924,0.3855537336952539,0.915625
lren,2024,0,0.11567844818522915,0.395758557787239,0.9142361111111111
lren,2024,0,0.11248947100653589,0.4124160441199719,0.9159722222222222
lren,2024,90,0.14112025978672457,0.291318682301712,0.8627019089574156
lren,2024,90,0.14148682855420391,0.28947783792148685,0.8649045521292218
lren,2024,90,0.1411465497222054,0.29118665883359407,0.8649045521292218
lren,2024,90,0.1444003169912295,0.27484680742472867,0.8604992657856094
lren,2024,90,0.1450161635557092,0.2717541334495316,0.8604992657856094
lren,2024,90,0.13986133184700902,0.297640798718966,0.8652716593245228
lren,2024,90,0.1415672026620242,0.28907421317812987,0.8623348017621145
lren,2024,90,0.1440007680690904,0.27685327238627555,0.8608663729809105
lren,2024,90,0.14028922239036387,0.29549200708158074,0.8630690161527166
lren,2024,90,0.14186520864970303,0.2875776791131459,0.8623348017621145
lren,2024,90,0.1428805230776224,0.282478947239045,0.8619676945668134
lren,2024,90,0.14006151885096874,0.2966354945197912,0.8645374449339207
lren,2024,90,0.145582590497163,0.2689096361969334,0.8601321585903084
lren,2024,90,0.1476036655769308,0.25876014984492657,0.8601321585903084
lren,2024,90,0.14285738820770344,0.28259512651850294,0.8608663729809104
lren,2024,90,0.1436133207205732,0.2787989653569436,0.8604992657856094
lren,2024,90,0.139199972656084,0.3009620291617455,0.8678414096916299
lren,2024,90,0.14271069502022377,0.2833317941065414,0.8612334801762114
lren,2024,90,0.1425091465528057,0.2843439353376147,0.8623348017621145
lren,2024,90,0.14187605451071453,0.28752321309186146,0.8619676945668134
lren,2024,180,0.16847626709942556,0.17499209006115413,0.8683409436834094
lren,2024,180,0.1688427381462203,0.1731975256541044,0.8725266362252664
lren,2024,180,0.1684052845586528,0.17533968298099556,0.8637747336377474
lren,2024,180,0.16875589601005345,0.17362278109504647,0.8645357686453577
lren,2024,180,0.1675031970207218,0.17975709658507977,0.8729071537290716
lren,2024,180,0.1680977693410828,0.17684554782053463,0.8721461187214612
lren,2024,180,0.1742853312107502,0.14654580546751206,0.8614916286149162
lren,2024,180,0.17627533688698596,0.13680098827762965,0.8569254185692542
lren,2024,180,0.16988355005795033,0.16810079556434576,0.8599695585996956
lren,2024,180,0.1673127749339744,0.18068957052042023,0.8702435312024352
lren,2024,180,0.16809576888818184,0.1768553437965209,0.8729071537290716
lren,2024,180,0.17055607794354072,0.16480750782228604,0.8649162861491629
lren,2024,180,0.16972378543245145,0.16888314361866974,0.8713850837138508
lren,2024,180,0.16796174179371784,0.1775116582732279,0.8740487062404871
lren,2024,180,0.16987747615067042,0.16813053875391448,0.8607305936073059
lren,2024,180,0.16631616484066114,0.185569849649724,0.8732876712328768
lren,2024,180,0.16870722661626875,0.17386110923191456,0.8725266362252664
lren,2024,180,0.1730934244834061,0.15238242860083395,0.8561643835616438
lren,2024,180,0.1672473120136558,0.18101013452626125,0.8729071537290716
lren,2024,180,0.16853744666705192,0.17469250111555734,0.867199391171994
lren,2024,360,0.16724471895574627,0.2231676334528896,0.8813628899835796
lren,2024,360,0.169775878112896,0.21141069206524377,0.8801313628899836
lren,2024,360,0.169382248594975,0.21323905562648882,0.8780788177339901
lren,2024,360,0.17151847839784462,0.2033165153895634,0.8813628899835796
lren,2024,360,0.16964046108830153,0.21203968847447763,0.8780788177339902
lren,2024,360,0.1694625367854188,0.21286612627255952,0.8817733990147784
lren,2024,360,0.1689917308271931,0.21505296546841923,0.8813628899835796
lren,2024,360,0.16713426420802122,0.22368068297461663,0.8817733990147784
lren,2024,360,0.17406373547108261,0.19149409081305147,0.879720853858785
lren,2024,360,0.17832256295882962,0.17171232994981134,0.8809523809523809
lren,2024,360,0.17916845590671177,0.1677832550908157,0.8788998357963875
lren,2024,360,0.18324376315149957,0.1488539245197692,0.8813628899835796
lren,2024,360,0.16751887694107964,0.22189420133566584,0.882183908045977
lren,2024,360,0.17856376270195262,0.17059198505383655,0.8780788177339901
lren,2024,360,0.16777093766363974,0.22072340844700222,0.8805418719211823
lren,2024,360,0.168819835171367,0.21585140089853816,0.8793103448275862
lren,2024,360,0.16986257613496905,0.21100798978512103,0.8776683087027914
lren,2024,360,0.16921123455661177,0.21403339604551064,0.8801313628899836
lren,2024,360,0.1703232084087542,0.20886840617622282,0.8801313628899836
lren,2024,360,0.17610616425195236,0.1820072454689734,0.8797208538587848
svm,2023,0,0.11252182763457225,0.22459454587564087,0.8658022348724437
svm,2023,0,0.11039890979942174,0.23922390359794476,0.8660130718954248
svm,2023,0,0.1085460477940206,0.2519922645011622,0.878347037739827
svm,2023,0,0.10980163472621303,0.2433398192306221,0.8713894159814463
svm,2023,0,0.1105538452768642,0.2381562190715576,0.8644317942230656
svm,2023,0,0.10950053363835713,0.24541475376265343,0.87033523086654
svm,2023,0,0.1096029813190177,0.2447087708256842,0.8688593717056714
svm,2023,0,0.11174749643605224,0.2299305828673346,0.8633776091081593
svm,2023,0,0.11185729305454918,0.2291739572541831,0.8572633354417036
svm,2023,0,0.1102808681114077,0.2400373472703795,0.8649588867805186
svm,2023,0,0.10924654360332482,0.2471650386860097,0.8600042167404596
svm,2023,0,0.11681181923480118,0.19503154503487652,0.8371283997469956
svm,2023,0,0.11163790681678643,0.23068578201651746,0.8666455829643684
svm,2023,0,0.10948239308638011,0.245539763134075,0.8701243938435588
svm,2023,0,0.11104359192666301,0.23478129856612084,0.8758169934640523
svm,2023,0,0.10999899657802009,0.24197976794506815,0.8762386675100148
svm,2023,0,0.11366329465590258,0.2167285186998551,0.8585283575795909
svm,2023,0,0.10991322839303248,0.24257080987735635,0.8716002530044276
svm,2023,0,0.1132775753544038,0.21938657053238053,0.8688593717056715
svm,2023,0,0.11460183164681036,0.21026091399643,0.8574741724646847
svm,2023,90,0.13369496924662594,0.10867004010165893,0.8128306878306879
svm,2023,90,0.13478667589331145,0.10139174947416396,0.8133818342151675
svm,2023,90,0.12102362731195324,0.1931485119703753,0.8288139329805997
svm,2023,90,0.13624164155870133,0.09169165009500824,0.8127204585537919
svm,2023,90,0.12742088423373665,0.15049868911104203,0.8141534391534392
svm,2023,90,0.11819583170389995,0.21200112071197486,0.8669532627865961
svm,2023,90,0.13485819040978464,0.10091496989555004,0.8137125220458553
svm,2023,90,0.13769789438680233,0.08198296934069582,0.8115079365079365
svm,2023,90,0.1270168774764471,0.153192158646977,0.8533950617283951
svm,2023,90,0.1371925464764922,0.08535206942852736,0.8115079365079365
svm,2023,90,0.13619418498137864,0.09200803798454749,0.8120590828924162
svm,2023,90,0.13052287024269899,0.12981808249918636,0.7961860670194003
svm,2023,90,0.14082011972308967,0.0611674293135096,0.806547619047619
svm,2023,90,0.1279784379888109,0.14678153827917528,0.8148148148148149
svm,2023,90,0.13579434319168754,0.09467374013010554,0.8118386243386244
svm,2023,90,0.13699499735216705,0.08666910816270645,0.7852733686067019
svm,2023,90,0.12410705264298083,0.17259164739916988,0.8504188712522046
svm,2023,90,0.12314208898992741,0.1790249561394026,0.8746693121693121
svm,2023,90,0.13698309641616527,0.08674845042119972,0.8112874779541446
svm,2023,90,0.13597683391290727,0.09345709414751402,0.8119488536155203
svm,2023,180,0.1547766680433395,-0.0015005356317527863,0.457415059687787
svm,2023,180,0.15057114339303979,0.025711803560794833,0.669536271808999
svm,2023,180,0.14896068001586618,0.03613249522733886,0.7196969696969697
svm,2023,180,0.15303480265192507,0.009770408138735198,0.601010101010101
svm,2023,180,0.13452306678639916,0.12955276047369058,0.8542240587695132
svm,2023,180,0.1532815898806169,0.008173542507458387,0.4788797061524334
svm,2023,180,0.13622324990327364,0.11855152673641267,0.8464187327823691
svm,2023,180,0.15191133634178886,0.017039928316353925,0.628099173553719
svm,2023,180,0.15456128246345832,-0.00010685804232468676,0.6572543617998162
svm,2023,180,0.14782161464434068,0.0435029509563829,0.8019972451790633
svm,2023,180,0.13546548096143696,0.12345475931486594,0.8623737373737373
svm,2023,180,0.15313684254800458,0.009110147054998574,0.5111340679522498
svm,2023,180,0.1545612814742093,-0.00010685164127322011,0.7865013774104683
svm,2023,180,0.15456128161056373,-0.0001068525235705664,0.8016528925619835
svm,2023,180,0.1351896745186318,0.12523939716559607,0.8154269972451791
svm,2023,180,0.13891271514119974,0.1011490273132325,0.7659550045913682
svm,2023,180,0.13724640462369297,0.11193108443404187,0.8011937557392103
svm,2023,180,0.14175542680473116,0.08275492896711634,0.7323232323232323
svm,2023,180,0.15456128142479075,-0.00010685132150478616,0.8029155188246098
