year,interval,clf,mean_log_skill,max_log_skill,min_log_skill,mean_auc,max_auc,min_auc
2023,0,lren,0.29742027788805697,0.3070316031886391,0.2831591975600116,0.8841555977229602,0.8864642631246046,0.8812987560615644
2023,90,lren,0.21801511243233987,0.2339407799221519,0.19473833492228643,0.8603560405643739,0.865189594356261,0.8549382716049382
2023,180,lren,0.1283765398712156,0.14598876583083875,0.09725472173252792,0.847038567493113,0.8725895316804407,0.8161157024793388
2023,360,lren,0.14890491079428034,0.15966186483442024,0.10206082938551087,0.8463722591771372,0.8508253264350825,0.8353042621335305
2024,0,lren,0.39468684584603675,0.41795519427661887,0.3592742513008389,0.9140972222222222,0.9194444444444444,0.9013888888888888
2024,90,lren,0.28447806908915285,0.3009620291617455,0.25876014984492657,0.8624449339207049,0.8678414096916299,0.8601321585903084
2024,180,lren,0.17047980497078666,0.185569849649724,0.13680098827762965,0.8674467275494673,0.8740487062404871,0.8561643835616438
2024,360,lren,0.20197974966542884,0.22368068297461663,0.1488539245197692,0.8801313628899836,0.882183908045977,0.8776683087027914
